director_name,budget,genres,actor_1_name,movie_title,plot_keywords,content_rating,genre_adjusted
Jacques Perrin,160000000.0,['Documentary'],Jacques Perrin,Winged Migration ,"['arctic', 'bad weather', 'flight', 'migration', 'ocean']",G,Documentary
David Leland,38000000.0,"['Adventure', 'Comedy', 'History', 'Romance']",Hayden Christensen,Virgin Territory ,"['breasts', 'nude nun', 'plague', 'russian nobleman', 'two word title']",R,History
Richard Donner,75000000.0,"['Action', 'Crime', 'Mystery', 'Romance', 'Thriller']",Julia Roberts,Conspiracy Theory ,"['conspiracy', 'fbi', 'mk ultra', 'newsletter', 'taxi']",R,Action
Joe Wright,150000000.0,"['Adventure', 'Family', 'Fantasy']",Hugh Jackman,Pan ,"['1940s', 'child hero', 'fantasy world', 'orphan', 'reference to peter pan']",PG,Fantasy
Paul Verhoeven,65000000.0,"['Action', 'Sci-Fi']",Ronny Cox,Total Recall ,"['ambiguous ending', 'false memory', 'implanted memory', 'memory', 'space colony']",R,Sci-Fi
Frank Marshall,40000000.0,"['Adventure', 'Drama', 'Family']",Paul Walker,Eight Below ,"['antarctica', 'dog', 'siberian husky', 'sled dog', 'survival']",PG,Adventure
Joe Johnston,100000000.0,"['Action', 'Adventure', 'Western']",J.K. Simmons,Hidalgo ,"['arab', 'cowboy', 'horse', 'race', 'sheik']",PG-13,Adventure
Sam Raimi,258000000.0,"['Action', 'Adventure', 'Romance']",J.K. Simmons,Spider-Man 3 ,"['sandman', 'spider man', 'symbiote', 'venom', 'villain']",PG-13,Romance
Frank Oz,68000000.0,"['Crime', 'Drama', 'Thriller']",Robert De Niro,The Score ,"['partner', 'running', 'scepter', 'surveillance', 'thief']",R,Drama
Richard Eyre,15000000.0,"['Crime', 'Drama', 'Romance', 'Thriller']",Phil Davis,Notes on a Scandal ,"['age difference', 'school', 'student', 'teacher', 'writing']",R,Romance
Kimble Rendall,30000000.0,"['Action', 'Horror', 'Sci-Fi']",Alex Russell,Bait ,"['great white shark', 'shark', 'supermarket', 'swimming', 'tsunami']",R,Action
Adam Shankman,75000000.0,"['Comedy', 'Drama', 'Musical', 'Romance']",James Martin Kelly,Rock of Ages ,"['concert', 'love', 'music industry', 'panties', 'pole dancer']",PG-13,Romance
Bill Condon,120000000.0,"['Adventure', 'Drama', 'Fantasy', 'Romance']",Robert Pattinson,The Twilight Saga: Breaking Dawn - Part 2 ,"['battle', 'friend', 'super strength', 'vampire', 'vision']",PG-13,Fantasy
Peter Yates,27000000.0,"['Action', 'Adventure', 'Fantasy']",Liam Neeson,Krull ,"['cyclops', 'fortress', 'monster', 'planet', 'rescue']",PG,Adventure
Michael Lembeck,60000000.0,"['Comedy', 'Family', 'Fantasy']",Judge Reinhold,The Santa Clause 2 ,"['christmas', 'magic', 'santa claus', 'son', 'toy']",G,Fantasy
Nathan Greno,260000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']",Brad Garrett,Tangled ,"['17th century', 'based on fairy tale', 'disney', 'flower', 'tower']",PG,Adventure
Tony Scott,70000000.0,"['Action', 'Crime', 'Drama', 'Thriller']",Denzel Washington,Man on Fire ,"['bodyguard', 'journalist', 'kidnapping', 'mexico', 'police corruption']",R,Action
Tom Dey,50000000.0,"['Comedy', 'Family']",Emma Stone,Marmaduke ,"['dog', 'great dane', 'rivalry', 'talking animal', 'talking cat']",PG,Comedy
Peyton Reed,52000000.0,"['Comedy', 'Drama', 'Romance']",Jon Favreau,The Break-Up ,"['art', 'break up', 'football video game', 'kitchen', ""talking to one's self in a mirror""]",PG-13,Drama
Christopher Nolan,46000000.0,"['Drama', 'Mystery', 'Thriller']",Al Pacino,Insomnia ,"['detective', 'insomnia', 'murder', 'partner', 'police']",R,Mystery
Clint Eastwood,40000000.0,"['Biography', 'Drama', 'Music', 'Musical']",Johnny Cannizzaro,Jersey Boys ,"['band', 'music group', 'musical quartet', 'singer', 'song']",R,Drama
Barry Sonnenfeld,40000000.0,"['Comedy', 'Crime', 'Thriller']",Zooey Deschanel,Big Trouble ,"['airport', 'fbi agent', 'person in a car trunk', 'suitcase', 'suitcase bomb']",PG-13,Comedy
David Frankel,30000000.0,"['Comedy', 'Drama', 'Romance']",Meryl Streep,Hope Springs ,"['couple', 'intimacy', 'marriage', 'marriage counseling', 'middle age couple']",PG-13,Romance
Daniel Espinosa,85000000.0,"['Action', 'Crime', 'Mystery', 'Thriller']",Denzel Washington,Safe House ,"['cia', 'cia agent', 'consulate', 'on the run', 'safe house']",R,Action
James Mangold,28000000.0,"['Biography', 'Drama', 'Music', 'Romance']",Sandra Ellis Lafferty,Walk the Line ,"['1960s', 'accident', 'concert', 'guitar', 'prison']",PG-13,Drama
Pete Docter,175000000.0,"['Adventure', 'Animation', 'Comedy', 'Family']",John Ratzenberger,Up ,"['balloon', 'house', 'promise', 'retirement', 'skeleton']",PG,Comedy
Simon Wells,150000000.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Sci-Fi']",Elisabeth Harnois,Mars Needs Moms ,"['boy', 'martian', 'rescue', 'robot', 'sexism']",PG,Adventure
John Woo,125000000.0,"['Action', 'Adventure', 'Thriller']",Tom Cruise,Mission: Impossible II ,"['cure', 'mission', 'terrorist', 'thief', 'virus']",PG-13,Action
Wayne Wang,55000000.0,"['Comedy', 'Drama', 'Romance']",Bob Hoskins,Maid in Manhattan ,"['hotel', 'maid', 'new york city', 'place name in title', 'the bronx']",PG-13,Drama
Mike Newell,200000000.0,"['Action', 'Adventure', 'Fantasy', 'Romance']",Jake Gyllenhaal,Prince of Persia: The Sands of Time ,"['alamut', 'dagger', 'king', 'persia', 'princess']",PG-13,Action
Tony Scott,53000000.0,"['Action', 'Drama', 'Thriller', 'War']",Denzel Washington,Crimson Tide ,"['alabama', 'mutiny', 'order', 'radio', 'submarine']",R,Drama
Michael Rymer,35000000.0,"['Drama', 'Fantasy', 'Horror']",Aaliyah,Queen of the Damned ,"['fatal attraction', 'interspecies romance', 'queen', 'supernatural power', 'vampire']",R,Drama
Paul McGuigan,40000000.0,"['Drama', 'Horror', 'Sci-Fi', 'Thriller']",Daniel Radcliffe,Victor Frankenstein ,"['assistant', 'experiment', 'frankenstein', 'medical student', 'scientist']",PG-13,Horror
Renny Harlin,70000000.0,"['Action', 'Adventure', 'Fantasy']",Roxanne McKee,The Legend of Hercules ,"['ancient greece', 'forbidden love', 'hercules', 'king', 'slavery']",PG-13,Adventure
Doug Liman,60000000.0,"['Action', 'Mystery', 'Thriller']",Matt Damon,The Bourne Identity ,"['amnesia', 'assassin', 'money', 'political thriller', 'three word title']",PG-13,Action
Gore Verbinski,34000000.0,"['Adventure', 'Comedy', 'Crime', 'Romance']",J.K. Simmons,The Mexican ,"['curse', 'hostage', 'mexico', 'pistol', 'vomiting']",R,Romance
Joe Wright,30000000.0,"['Action', 'Drama', 'Thriller']",Jessica Barden,Hanna ,"['assassin', 'female warrior', 'martial arts', 'playground', 'training']",PG-13,Action
Neil Jordan,60000000.0,"['Drama', 'Fantasy', 'Horror']",Brad Pitt,Interview with the Vampire: The Vampire Chronicles ,"['betrayal', 'dangerous friend', 'gothic', 'monster as victim', 'vampire']",R,Fantasy
Allen Hughes,35000000.0,"['Crime', 'Drama', 'Thriller']",Alona Tal,Broken City ,"['election', 'father son relationship', 'fellatio', 'gay slur', 'title spoken by character']",R,Drama
Henry Selick,75000000.0,"['Animation', 'Comedy', 'Fantasy']",Brendan Fraser,Monkeybone ,"['carnival', 'coma', 'death', 'monkey', 'nightmare']",PG-13,Animation
Brad Silberling,55000000.0,"['Drama', 'Fantasy', 'Romance']",Nicolas Cage,City of Angels ,"['angel', 'doctor', 'fall', 'heart surgeon', 'hospital']",PG-13,Fantasy
Roger Kumble,43000000.0,"['Comedy', 'Romance']",Judith Chapman,The Sweetest Thing ,"['female removes her clothes', 'roommate', 'voyeur', 'voyeurism', 'wedding']",R,Comedy
Marc Lawrence,58000000.0,"['Comedy', 'Drama', 'Romance']",Michael Kelly,Did You Hear About the Morgans? ,"['fbi', 'murder', 'witness', 'witness protection', 'wyoming']",PG-13,Drama
Clint Eastwood,50000000.0,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",Clint Eastwood,Blood Work ,"['boat', 'heart transplant', 'murder', 'serial killer', 'sister']",R,Drama
John Milius,20000000.0,"['Adventure', 'Fantasy']",William Smith,Conan the Barbarian ,"['actual animal killed', 'cult', 'evil sorcerer', 'gladiator', 'warlord']",R,Adventure
Brad Bird,145000000.0,"['Action', 'Adventure', 'Thriller']",Tom Cruise,Mission: Impossible - Ghost Protocol ,"['dubai', 'kremlin', 'race against time', 'russian', 'terrorist']",PG-13,Thriller
Randall Wallace,35000000.0,"['Biography', 'Drama', 'Family', 'History', 'Sport']",Scott Glenn,Secretariat ,"['eccentric', 'horse racing', 'newspaper clipping', 'stallion', 'triple crown']",PG,History
Robert Rodriguez,29000000.0,"['Action', 'Crime', 'Thriller']",Johnny Depp,Once Upon a Time in Mexico ,"['agent', 'cia', 'mariachi', 'mexican', 'president']",R,Action
Tim Burton,39000000.0,"['Animation', 'Comedy', 'Family', 'Horror', 'Sci-Fi']",Martin Landau,Frankenweenie ,"['dog', 'life', 'remake by original director', 'science', 'stop motion animation']",PG,Comedy
David Fincher,50000000.0,"['Action', 'Horror', 'Sci-Fi']",Charles S. Dutton,Alien 3 ,"['alien', 'crash', 'planet', 'prison', 'survivor']",R,Sci-Fi
Christophe Gans,50000000.0,"['Adventure', 'Horror', 'Mystery']",Radha Mitchell,Silent Hill ,"['gothic', 'police', 'police officer', 'silent hill', 'sleepwalking']",R,Adventure
Simon West,95000000.0,"['Drama', 'Mystery', 'Thriller']",Daniel von Bargen,The General's Daughter ,"['army cid', 'cover up', 'military', 'murder', 'woman in military']",R,Thriller
Irwin Winkler,60000000.0,"['Drama', 'Romance']",Mira Sorvino,At First Sight ,"['based on article', 'blindness', 'box office flop', 'massage therapist', 'regaining sight']",PG-13,Drama
Joe Wright,60000000.0,"['Biography', 'Drama', 'Music']",Robert Downey Jr.,The Soloist ,"['columnist', 'journalist', 'los angeles times', 'musician', 'wearing a traffic cone as a hat']",PG-13,Drama
Steve Martino,95000000.0,"['Adventure', 'Animation', 'Comedy', 'Family']",Peter Dinklage,Ice Age: Continental Drift ,"['acorn', 'herd', 'iceberg', 'ocean', 'pirate']",PG,Adventure
Robert Luketic,35000000.0,"['Crime', 'Drama', 'Thriller']",Kevin Spacey,21 ,"['based on true story', 'blackjack', 'card counting', 'gambling', 'massachusetts institute of technology']",PG-13,Drama
Demian Lichtenstein,42000000.0,"['Action', 'Comedy', 'Crime', 'Thriller']",Jon Lovitz,3000 Miles to Graceland ,"['casino', 'elvis impersonator', 'gun', 'heist', 'rascal']",R,Action
Andy Tennant,70000000.0,"['Comedy', 'Romance']",Will Smith,Hitch ,"['advice', 'friendship', 'gossip', 'newspaper', 'quitting a job']",PG-13,Comedy
Rupert Sanders,170000000.0,"['Action', 'Adventure', 'Drama', 'Fantasy']",Chris Hemsworth,Snow White and the Huntsman ,"['evil queen', 'fairy tale', 'magic', 'queen', 'snow white']",PG-13,Fantasy
Paul W.S. Anderson,80000000.0,"['Action', 'Adventure', 'Drama', 'History', 'Romance']",Sasha Roiz,Pompeii ,"['arena', 'lava bomb', 'mount vesuvius', 'pompeii', 'slave']",PG-13,Romance
Steve Antin,55000000.0,"['Drama', 'Music', 'Musical', 'Romance']",Eric Dane,Burlesque ,"['burlesque', 'dancer', 'iowa', 'small town girl', 'stage']",PG-13,Drama
McG,200000000.0,"['Action', 'Adventure', 'Sci-Fi']",Christian Bale,Terminator Salvation ,"['death row', 'future', 'machine', 'rescue', 'skynet']",PG-13,Sci-Fi
Anthony Minghella,79000000.0,"['Adventure', 'Drama', 'History', 'Romance', 'War']",Philip Seymour Hoffman,Cold Mountain ,"['civil war', 'mountain', 'soldier', 'well', 'wounded soldier']",R,Romance
Ron Clements,140000000.0,"['Adventure', 'Animation', 'Family', 'Sci-Fi']",Joseph Gordon-Levitt,Treasure Planet ,"['alien', 'cyborg', 'pirate', 'planet', 'treasure']",PG,Family
Michael Cimino,44000000.0,"['Adventure', 'Drama', 'Western']",Jeff Bridges,Heaven's Gate ,"['1890s', 'hired gun', 'immigrant', 'johnson county war', 'sheriff']",R,Drama
John Lee Hancock,107000000.0,"['Drama', 'History', 'War', 'Western']",Dennis Quaid,The Alamo ,"['army', 'dictator', 'general', 'texan', 'texas']",PG-13,War
Jonathan Frakes,57000000.0,"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",Sophia Myles,Thunderbirds ,"['astronaut', 'island', 'lady penelope', 'rescue', 'the hood']",PG,Comedy
Joseph Kahn,40000000.0,"['Action', 'Comedy', 'Crime']",Dane Cook,Torque ,"['murder', 'on the run', 'security camera', 'surveillance footage', 'timebomb']",PG-13,Action
David Fincher,61000000.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",Patrick Fugit,Gone Girl ,"['based on novel', 'disappearance', 'missing person', 'missing wife', 'murder suspect']",R,Thriller
Neil Jordan,25000000.0,"['Action', 'Crime', 'Drama', 'Romance', 'Thriller']",Emir Kusturica,The Good Thief ,"['casino', 'french riviera', 'gambler', 'heist', 'partner']",R,Romance
James Mangold,48000000.0,"['Comedy', 'Fantasy', 'Romance']",Hugh Jackman,Kate & Leopold ,"['bridge', 'brooklyn bridge', 'falling down an elevator shaft', 'time travel', 'time travel romance']",PG-13,Fantasy
Joe Wright,28000000.0,"['Drama', 'Romance']",Talulah Riley,Pride & Prejudice ,"['bachelor', 'england', 'gentleman', 'georgian', 'love']",PG,Romance
Burr Steers,28000000.0,"['Action', 'Horror', 'Romance']",Matt Smith,Pride and Prejudice and Zombies ,"['based on novel', 'damsel in distress', 'deception', 'england', 'zombie']",PG-13,Romance
Mark Andrews,185000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Kelly Macdonald,Brave ,"['archery', 'coming of age', 'female warrior', 'princess', 'rebellious daughter']",PG,Family
Christopher Nolan,185000000.0,"['Action', 'Crime', 'Drama', 'Thriller']",Christian Bale,The Dark Knight ,"['based on comic book', 'dc comics', 'psychopath', 'star died before release', 'urban setting']",PG-13,Thriller
Jean-Pierre Jeunet,33000000.0,"['Action', 'Adventure', 'Drama', 'Family']",Callum Rennie,The Young and Prodigious T.S. Spivet ,"['3 dimensional', 'cartographer', 'punctuation in title', 'smithsonian', 'train']",PG,Action
Garry Marshall,52000000.0,"['Comedy', 'Romance']",Bradley Cooper,Valentine's Day ,"['flower', 'indian restaurant', 'tv station', 'valentine', ""valentine's day""]",PG-13,Romance
Frank Darabont,72000000.0,"['Drama', 'Romance']",Martin Landau,The Majestic ,"['amnesia', 'california', 'communist', 'small town', 'writer']",PG,Drama
David S. Goyer,65000000.0,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Sci-Fi', 'Thriller']",Ryan Reynolds,Blade: Trinity ,"['blade', 'blood', 'dracula', 'vampire hunter', 'vampire slayer']",R,Thriller
Kathryn Bigelow,100000000.0,"['Drama', 'History', 'Thriller', 'War']",Liam Neeson,K-19: The Widowmaker ,"['courage', 'radiation sickness', 'radioactive contamination', 'sea', 'test launch']",PG-13,History
Denis Villeneuve,46000000.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",Hugh Jackman,Prisoners ,"['child abduction', 'detective', 'investigation', 'police', 'sex offender']",R,Thriller
Judd Apatow,75000000.0,"['Comedy', 'Drama']",Adam Sandler,Funny People ,"['breasts', 'comedian', 'craigslist', 'infidelity', 'stand up comedian']",R,Drama
Lawrence Guterman,60000000.0,"['Action', 'Comedy', 'Family', 'Fantasy']",Carol Ann Susi,Cats & Dogs ,"['cartoon on tv', 'cat', 'dog', 'scientist', 'secret agent']",PG,Comedy
Hironobu Sakaguchi,137000000.0,"['Action', 'Adventure', 'Animation', 'Fantasy', 'Romance', 'Sci-Fi']",Steve Buscemi,Final Fantasy: The Spirits Within ,"['general', 'military', 'scientist', 'soldier', 'year 2065']",PG-13,Fantasy
Robert B. Weide,27000000.0,"['Comedy', 'Drama', 'Romance']",James Corden,How to Lose Friends & Alienate People ,"['celebrity', 'party', 'pig', 'starlet', 'writer']",R,Romance
Michael Mann,40000000.0,"['Action', 'Adventure', 'Drama', 'Romance', 'War']",Wes Studi,The Last of the Mohicans ,"['18th century', 'based on novel', 'colonel', 'french and indian war', 'revenge']",R,Romance
Kevin Costner,80000000.0,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",Olivia Williams,The Postman ,"['drifter', 'escape', 'hope', 'postman', 'usa']",R,Drama
Betty Thomas,75000000.0,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Music']",Amy Poehler,Alvin and the Chipmunks: The Squeakquel ,"['adidas', 'chipmunk', 'hospital', 'school', 'waste container']",PG,Comedy
Neill Blomkamp,49000000.0,"['Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']",Hugh Jackman,Chappie ,"['artificial intelligence', 'consciousness', 'future', 'mind uploading', 'robot']",R,Thriller
J.A. Bayona,45000000.0,"['Drama', 'Thriller']",Naomi Watts,The Impossible ,"['christmas', 'resort', 'thailand', 'tourist', 'tsunami']",PG-13,Thriller
Louis Leterrier,150000000.0,"['Action', 'Adventure', 'Sci-Fi']",Ty Burrell,The Incredible Hulk ,"['antidote', 'cure', 'hulk', 'marvel cinematic universe', 'opening action scene']",PG-13,Sci-Fi
John Stockwell,50000000.0,"['Action', 'Adventure', 'Crime', 'Thriller']",Paul Walker,Into the Blue ,"['bahamas', 'blood splatter', 'cocaine', 'hairy chest', 'shark']",PG-13,Thriller
Angela Robinson,50000000.0,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance', 'Sport']",Scoot McNairy,Herbie Fully Loaded ,"['automobile racing', 'car', 'mechanic', 'nascar', 'street racing']",G,Adventure
Alexander Payne,30000000.0,"['Comedy', 'Drama']",Hope Davis,About Schmidt ,"['highway travel', 'on the road', 'retirement', 'road movie', 'wedding']",R,Drama
Garry Marshall,50000000.0,"['Comedy', 'Drama', 'Romance']",Amber Valletta,Raising Helen ,"['fashion show', 'female protagonist', 'love', 'pastor', 'queens new york city']",PG-13,Drama
Oliver Hirschbiegel,80000000.0,"['Sci-Fi', 'Thriller']",Roger Rees,The Invasion ,"['alien', 'epidemic', 'psychiatrist', 'space shuttle', 'virus']",PG-13,Thriller
Martin Campbell,200000000.0,"['Action', 'Adventure', 'Sci-Fi']",Ryan Reynolds,Green Lantern ,"['autopsy', 'lantern', 'planet', 'ring', 'test pilot']",PG-13,Adventure
Dean DeBlois,165000000.0,"['Adventure', 'Animation', 'Family', 'Fantasy']",Gerard Butler,How to Train Your Dragon ,"['dragon', 'island', 'training', 'viking', 'village']",PG,Animation
Paul Greengrass,55000000.0,"['Biography', 'Drama', 'Thriller']",Tom Hanks,Captain Phillips ,"['hijacking', 'hostage', 'leader', 'ship', 'somalia']",PG-13,Drama
Mike Gabriel,55000000.0,"['Adventure', 'Animation', 'Drama', 'Family', 'History', 'Musical', 'Romance']",Christian Bale,Pocahontas ,"['actor playing multiple roles', 'love', 'one word title', 'unsubtitled foreign language', 'virginia']",G,Animation
Michael Caton-Jones,60000000.0,"['Action', 'Adventure', 'Crime', 'Thriller']",J.K. Simmons,The Jackal ,"['assassin', 'fbi', 'ira', 'jackal', 'russian']",R,Crime
Andrew Niccol,40000000.0,"['Action', 'Adventure', 'Romance', 'Sci-Fi', 'Thriller']",J.D. Evermore,The Host ,"['alien', 'alien creature', 'body snatching', 'desert', 'parasite']",PG-13,Thriller
M. Night Shyamalan,48000000.0,"['Sci-Fi', 'Thriller']",Zooey Deschanel,The Happening ,"['bee', 'nature', 'park', 'school', 'teacher']",R,Sci-Fi
John Dahl,80000000.0,"['Action', 'Drama', 'War']",James Franco,The Great Raid ,"['american', 'lieutenant colonel', 'mission', 'rescue', 'soldier']",R,Drama
Zack Snyder,130000000.0,"['Action', 'Drama', 'Mystery', 'Sci-Fi']",Matt Frewer,Watchmen ,"['conspiracy', 'cynicism', 'false promise of the american dream', 'male full frontal nudity', 'male nudity']",R,Sci-Fi
Steven Soderbergh,48000000.0,"['Crime', 'Drama', 'Thriller']",Michael O'Neill,Traffic ,"['cocaine', 'drug smuggling', 'interlinked stories', 'judge', 'mexico']",R,Crime
Andrew Adamson,225000000.0,"['Action', 'Adventure', 'Family', 'Fantasy']",Peter Dinklage,The Chronicles of Narnia: Prince Caspian ,"['brother brother relationship', 'brother sister relationship', 'good versus evil', 'king', 'narnia']",PG,Action
Mikael Håfström,50000000.0,"['Action', 'Crime', 'Mystery', 'Sci-Fi', 'Thriller']",Sylvester Stallone,Escape Plan ,"['cia agent', 'escape', 'muslim', 'prison', 'ship']",R,Mystery
Peter Howitt,35000000.0,"['Action', 'Adventure', 'Comedy']",Kevin McNally,Johnny English ,"['british', 'crown jewels', 'explosion', 'funeral', 'spy']",PG,Comedy
David Dobkin,50000000.0,"['Crime', 'Drama']",Robert Downey Jr.,The Judge ,"['courtroom', 'dysfunctional family', 'indiana', 'lawyer', 'trial']",R,Drama
Martin Scorsese,80000000.0,"['Mystery', 'Thriller']",Leonardo DiCaprio,Shutter Island ,"['female prisoner', 'plot twist', 'self delusion', 'surprise ending', 'year 1954']",R,Mystery
Peter Segal,82000000.0,"['Comedy', 'Crime', 'Sport']",Adam Sandler,The Longest Yard ,"['coach', 'convict', 'football', 'prison', 'warden']",PG-13,Crime
James McTeigue,54000000.0,"['Action', 'Drama', 'Thriller']",Natalie Portman,V for Vendetta ,"['dystopia', 'freedom', 'government', 'revolution', 'terrorist']",R,Thriller
Genndy Tartakovsky,80000000.0,"['Animation', 'Comedy', 'Family', 'Fantasy']",Steve Buscemi,Hotel Transylvania 2 ,"['california', 'dracula', 'hotel', 'transylvania', 'vampire']",PG,Animation
David O. Russell,48000000.0,"['Action', 'Adventure', 'Comedy', 'Drama', 'War']",Judy Greer,Three Kings ,"['gold', 'gulf war', 'iraq', 'kuwait', 'map']",R,Adventure
John Milius,16900000.0,"['Action', 'Drama', 'War']",Lea Thompson,Red Dawn ,"['guerrilla', 'high school', 'invasion', 'soviet', 'wolverine']",PG-13,Action
Breck Eisner,90000000.0,"['Action', 'Adventure', 'Fantasy']",Vin Diesel,The Last Witch Hunter ,"['box office flop', 'burned to death', 'magic', 'witch', 'witch hunter']",PG-13,Adventure
Jeb Stuart,37000000.0,"['Crime', 'Mystery', 'Thriller']",Gregory Scott Cummins,Switchback ,"['deputy', 'fbi agent', 'knife held to throat', 'serial killer', 'sheriff']",R,Crime
John Schultz,30000000.0,"['Comedy', 'Family', 'Fantasy', 'Sport']",Brenda Song,Like Mike ,"['basketball', 'lightning', 'nba', 'orphanage', 'shoe']",PG,Comedy
D.J. Caruso,80000000.0,"['Action', 'Mystery', 'Thriller']",Rosario Dawson,Eagle Eye ,"['audio surveillance', 'death', 'pentagon', 'technology', 'twin brother']",PG-13,Thriller
Roland Emmerich,200000000.0,"['Action', 'Adventure', 'Sci-Fi']",Oliver Platt,2012 ,"['ark', 'catastrophe', 'geologist', 'president', 'writer']",PG-13,Action
Lee Daniels,30000000.0,"['Biography', 'Drama']",Alex Pettyfer,Lee Daniels' The Butler ,"['butler', 'civil rights', 'hotel', 'president', 'white house']",PG-13,Drama
Scott Hicks,28000000.0,"['Comedy', 'Drama', 'Romance']",Zoë Kravitz,No Reservations ,"['chef', 'cooking', 'guardian', 'kitchen', 'restaurant']",PG,Romance
Alex Proyas,120000000.0,"['Action', 'Mystery', 'Sci-Fi', 'Thriller']",Will Smith,"I, Robot ","['humanoid robot', 'man versus machine', 'prosthetic limb', 'robot as pathos', 'robot vs. robot']",PG-13,Mystery
Gavin Hood,150000000.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Thriller']",Hugh Jackman,X-Men Origins: Wolverine ,"['army', 'civil war', 'claw fight', 'commando', 'wolverine the character']",PG-13,Fantasy
Jay Chandrasekhar,50000000.0,"['Action', 'Adventure', 'Comedy']",Alice Greczyn,The Dukes of Hazzard ,"['1969 dodge charger', 'bikini', 'farm', 'misogynist', 'tow truck']",PG-13,Adventure
Peter Berg,40000000.0,"['Action', 'Biography', 'Drama', 'Thriller', 'War']",Jerry Ferrara,Lone Survivor ,"['courage', 'navy seal', 'outnumbered', 'shot multiple times', 'survival']",R,War
Jay Roach,33000000.0,"['Action', 'Adventure', 'Comedy', 'Crime']",Muse Watson,Austin Powers: The Spy Who Shagged Me ,"['penis joke', 'phallic image', 'sexy agent', 'spy', 'volcano hideout']",PG-13,Comedy
Joachim Rønning,32000000.0,"['Action', 'Comedy', 'Crime', 'Western']",Salma Hayek,Bandidas ,"['bank', 'cleavage', 'farmer', 'female gunfighter', 'mexico']",PG-13,Comedy
Bruce Beresford,70000000.0,"['Crime', 'Mystery', 'Thriller']",Bruce Greenwood,Double Jeopardy ,"['blood', 'murder', 'sex scene', 'wrongful arrest', 'wrongful conviction']",R,Crime
John Frankenheimer,34000000.0,"['Action', 'Adventure', 'Crime', 'Drama', 'Family', 'Fantasy', 'Romance', 'Thriller']",Charlize Theron,Reindeer Games ,"['casino', 'christmas', 'christmas season', 'girlfriend', 'release from prison']",R,Romance
Ron Clements,28000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']",Robin Williams,Aladdin ,"['arab', 'genie', 'magic', 'princess', 'reference to a thousand and one nights']",G,Comedy
Billy Bob Thornton,57000000.0,"['Drama', 'Romance', 'Western']",Matt Damon,All the Pretty Horses ,"['1940s', 'cowboy', 'mexico', 'railway station', 'texas']",PG-13,Western
Ted Kotcheff,14000000.0,"['Action', 'Adventure', 'Drama']",Sylvester Stallone,First Blood ,"['1980s', 'colonel', 'deputy', 'rambo', 'sheriff']",R,Action
,3000000.0,"['Comedy', 'Family', 'Fantasy']",Nate Richert,"Sabrina, the Teenage Witch             ","['female protagonist', 'hereditary gift of witchcraft', 'magic', 'supernatural', 'witch']",TV-G,Family
John McTiernan,40000000.0,"['Adventure', 'Drama', 'Romance']",Lorraine Bracco,Medicine Man ,"['cancer', 'environment', 'gas chromatograph', 'jungle', 'nature']",PG-13,Drama
Mike Disa,30000000.0,"['Animation', 'Comedy', 'Family']",Amy Poehler,Hoodwinked Too! Hood vs. Evil ,"['3 dimensional', 'box office flop', 'critically bashed', 'red riding hood', 'wolf']",PG,Animation
Renny Harlin,60000000.0,"['Action', 'Sci-Fi', 'Thriller']",LL Cool J,Deep Blue Sea ,"[""alzheimer's disease"", 'experiment', 'human versus shark', 'research', 'underwater headquarters']",R,Action
Andrew Bergman,40000000.0,"['Comedy', 'Crime', 'Drama', 'Thriller']",Demi Moore,Striptease ,"['bouncer', 'breasts', 'congressman', 'private dancer', 'stripper']",R,Thriller
Steven Seagal,50000000.0,"['Action', 'Adventure', 'Thriller']",Mike Starr,On Deadly Ground ,"['environmental', 'murder', 'oil', 'oil spill', 'tribe']",R,Thriller
Robert Schwentke,58000000.0,"['Action', 'Comedy', 'Crime', 'Thriller']",Bruce Willis,RED ,"['cia', 'female assassin', 'interrogation', 'office cubicle', 'spy']",PG-13,Thriller
Jon Turteltaub,150000000.0,"['Action', 'Adventure', 'Family', 'Fantasy']",Nicolas Cage,The Sorcerer's Apprentice ,"['chosen one', 'enchanted object', 'love', 'spell', 'training']",PG,Family
Paul W.S. Anderson,75000000.0,"['Action', 'Drama', 'Sci-Fi']",Connie Nielsen,Soldier ,"['crash survivor', 'planet', 'sergeant', 'soldier', 'survivor']",R,Sci-Fi
Alan J. Pakula,45000000.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",Denzel Washington,The Pelican Brief ,"['college professor', 'fbi', 'president', 'professor', 'supreme court']",PG-13,Drama
