director_name,budget,genres,actor_1_name,movie_title,plot_keywords,content_rating,genre_adjusted,log_budget,all_keywords
Rob Cohen,38000000.0,"['Action', 'Crime', 'Thriller']",Paul Walker,The Fast and the Furious ,"['eighteen wheeler', 'illegal street racing', 'truck', 'trucker', 'undercover cop']",PG-13,Action-Comedy,17.4530967177,"['Rob Cohen', 'Paul Walker', 'eighteen', 'wheeler', 'illegal', 'street', 'racing', 'truck', 'trucker', 'undercover', 'cop']"
Brian De Palma,69000000.0,"['Crime', 'Mystery', 'Thriller']",Nicolas Cage,Snake Eyes ,"['assassination', 'boxing', 'casino', 'conspiracy', 'long take']",R,Mystery,18.0496170626,"['Brian De Palma', 'Nicolas Cage', 'assassination', 'boxing', 'casino', 'conspiracy', 'long', 'take']"
Wolfgang Petersen,50000000.0,"['Action', 'Drama', 'Thriller']",Kevin Spacey,Outbreak ,"['disease', 'epidemic', 'monkey', 'quarantine', 'virus']",R,Action-Comedy,17.7275335634,"['Wolfgang Petersen', 'Kevin Spacey', 'disease', 'epidemic', 'monkey', 'quarantine', 'virus']"
Eric Brevig,80000000.0,"['Adventure', 'Animation', 'Comedy', 'Family']",Justin Timberlake,Yogi Bear ,"['bear', 'mayor', 'park', 'sabotage', 'yogi bear']",PG,Animation,18.1975371926,"['Eric Brevig', 'Justin Timberlake', 'bear', 'mayor', 'park', 'sabotage', 'yogi', 'bear']"
Zack Snyder,130000000.0,"['Action', 'Drama', 'Mystery', 'Sci-Fi']",Matt Frewer,Watchmen ,"['conspiracy', 'cynicism', 'false promise of the american dream', 'male full frontal nudity', 'male nudity']",R,Sci-Fi,18.6830450084,"['Zack Snyder', 'Matt Frewer', 'conspiracy', 'cynicism', 'false', 'promise', 'of', 'the', 'american', 'dream', 'male', 'full', 'frontal', 'nudity', 'male', 'nudity']"
Anthony Russo,54000000.0,"['Comedy', 'Romance']",Todd Stashwick,"You, Me and Dupree ","['best friend', 'foot fetish', 'houseguest', 'newlywed', 'wedding']",PG-13,Rom-Com,17.8044946045,"['Anthony Russo', 'Todd Stashwick', 'best', 'friend', 'foot', 'fetish', 'houseguest', 'newlywed', 'wedding']"
Steven Brill,50000000.0,"['Comedy', 'Romance']",Steve Buscemi,Mr. Deeds ,"['abbreviation in title', 'reporter', 'small town', 'sudden wealth', 'unknowing heir']",PG-13,Rom-Com,17.7275335634,"['Steven Brill', 'Steve Buscemi', 'abbreviation', 'in', 'title', 'reporter', 'small', 'town', 'sudden', 'wealth', 'unknowing', 'heir']"
Simon West,115000000.0,"['Action', 'Adventure', 'Fantasy', 'Thriller']",Angelina Jolie Pitt,Lara Croft: Tomb Raider ,"['illuminati', 'planetary alignment', 'time', 'tomb', 'tomb raider']",PG-13,Action-Comedy,18.5604426863,"['Simon West', 'Angelina Jolie Pitt', 'illuminati', 'planetary', 'alignment', 'time', 'tomb', 'tomb', 'raider']"
Ron Shelton,75000000.0,"['Action', 'Comedy', 'Crime', 'Thriller']",Harrison Ford,Hollywood Homicide ,"['audition', 'kissing while having sex', 'machismo', 'murder', 'sex']",PG-13,Rom-Com,18.1329986715,"['Ron Shelton', 'Harrison Ford', 'audition', 'kissing', 'while', 'having', 'sex', 'machismo', 'murder', 'sex']"
Clint Eastwood,60000000.0,"['Biography', 'Drama', 'History', 'Sport']",Matt Damon,Invictus ,"['apartheid', 'nation', 'nelson mandela', 'president', 'rugby']",PG-13,Sport,17.9098551202,"['Clint Eastwood', 'Matt Damon', 'apartheid', 'nation', 'nelson', 'mandela', 'president', 'rugby']"
Gil Junger,50000000.0,"['Adventure', 'Comedy', 'Fantasy']",Tom Wilkinson,Black Knight ,"['14th century', 'king', 'knight', 'sword duel', 'time travel']",PG-13,Rom-Com,17.7275335634,"['Gil Junger', 'Tom Wilkinson', '14th', 'century', 'king', 'knight', 'sword', 'duel', 'time', 'travel']"
Cameron Crowe,60000000.0,"['Adventure', 'Comedy', 'Drama', 'Music']",Philip Seymour Hoffman,Almost Famous ,"['band', 'magazine', 'rolling stone magazine', 'smoking marijuana', 'tour']",R,Musical,17.9098551202,"['Cameron Crowe', 'Philip Seymour Hoffman', 'band', 'magazine', 'rolling', 'stone', 'magazine', 'smoking', 'marijuana', 'tour']"
Dominic Sena,35000000.0,"['Action', 'Crime', 'Mystery', 'Thriller']",Tom Skerritt,Whiteout ,"['antarctica', 'geologist', 'investigation', 'u.s. marshal', 'winter']",R,Mystery,17.3708586195,"['Dominic Sena', 'Tom Skerritt', 'antarctica', 'geologist', 'investigation', 'u', 's', 'marshal', 'winter']"
Ben Stiller,90000000.0,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']",Adam Scott,The Secret Life of Walter Mitty ,"['daydream', 'life magazine', 'magazine', 'photographer', 'snow leopard']",PG,Rom-Com,18.3153202283,"['Ben Stiller', 'Adam Scott', 'daydream', 'life', 'magazine', 'magazine', 'photographer', 'snow', 'leopard']"
Brad Furman,30000000.0,"['Crime', 'Thriller']",Justin Timberlake,Runner Runner ,"['costa rica', 'fbi agent', 'gambling', 'money', 'online gambling']",R,Crime,17.2167079396,"['Brad Furman', 'Justin Timberlake', 'costa', 'rica', 'fbi', 'agent', 'gambling', 'money', 'online', 'gambling']"
Marc Forster,38000000.0,"['Comedy', 'Drama', 'Fantasy', 'Romance']",Will Ferrell,Stranger Than Fiction ,"['author', 'fate', 'novelist', 'professor', 'writer']",PG-13,Rom-Com,17.4530967177,"['Marc Forster', 'Will Ferrell', 'author', 'fate', 'novelist', 'professor', 'writer']"
Paul Verhoeven,65000000.0,"['Action', 'Sci-Fi']",Ronny Cox,Total Recall ,"['ambiguous ending', 'false memory', 'implanted memory', 'memory', 'space colony']",R,Sci-Fi,17.9898978279,"['Paul Verhoeven', 'Ronny Cox', 'ambiguous', 'ending', 'false', 'memory', 'implanted', 'memory', 'memory', 'space', 'colony']"
Taylor Hackford,65000000.0,"['Action', 'Drama', 'Thriller']",Pamela Reed,Proof of Life ,"['jungle', 'pipeline', 'prisoner', 'ransom', 'south america']",R,Action-Comedy,17.9898978279,"['Taylor Hackford', 'Pamela Reed', 'jungle', 'pipeline', 'prisoner', 'ransom', 'south', 'america']"
Vincenzo Natali,26000000.0,"['Drama', 'Horror', 'Sci-Fi']",Sarah Polley,Splice ,"['dna', 'experiment', 'genetics', 'interspecies sex', 'scientist']",R,Horror,17.073607096,"['Vincenzo Natali', 'Sarah Polley', 'dna', 'experiment', 'genetics', 'interspecies', 'sex', 'scientist']"
Simon Wells,80000000.0,"['Action', 'Adventure', 'Sci-Fi']",Mark Addy,The Time Machine ,"['hunter', 'scientist', 'time machine', 'time travel', 'time travel romance']",PG-13,Sci-Fi,18.1975371926,"['Simon Wells', 'Mark Addy', 'hunter', 'scientist', 'time', 'machine', 'time', 'travel', 'time', 'travel', 'romance']"
John Singleton,46000000.0,"['Action', 'Crime', 'Thriller']",Christian Bale,Shaft ,"['blaxploitation', 'detective', 'drugs', 'shaft', 'trial']",R,Action-Comedy,17.6441519545,"['John Singleton', 'Christian Bale', 'blaxploitation', 'detective', 'drugs', 'shaft', 'trial']"
Todd Phillips,60000000.0,"['Comedy', 'Crime']",Snoop Dogg,Starsky & Hutch ,"['cocaine', 'cop', 'criminal', 'partner', 'police']",PG-13,Rom-Com,17.9098551202,"['Todd Phillips', 'Snoop Dogg', 'cocaine', 'cop', 'criminal', 'partner', 'police']"
George Armitage,50000000.0,"['Comedy', 'Crime']",Morgan Freeman,The Big Bounce ,"['breasts', 'consensual sex', 'female nudity', 'judge', 'surfer']",PG-13,Rom-Com,17.7275335634,"['George Armitage', 'Morgan Freeman', 'breasts', 'consensual', 'sex', 'female', 'nudity', 'judge', 'surfer']"
Ronny Yu,35000000.0,"['Action', 'Adventure', 'Fantasy']",Marley Shelton,Warriors of Virtue ,"['anthropomorphic animal', 'football', 'kangaroo', 'sword and sorcery', 'water boy']",PG,Action-Comedy,17.3708586195,"['Ronny Yu', 'Marley Shelton', 'anthropomorphic', 'animal', 'football', 'kangaroo', 'sword', 'and', 'sorcery', 'water', 'boy']"
Renny Harlin,70000000.0,"['Action', 'Adventure', 'Thriller']",Sylvester Stallone,Cliffhanger ,"['money', 'mountain', 'rocky mountains', 'snow', 'suitcase']",R,Action-Comedy,18.0640058,"['Renny Harlin', 'Sylvester Stallone', 'money', 'mountain', 'rocky', 'mountains', 'snow', 'suitcase']"
Drew Goddard,30000000.0,"['Fantasy', 'Horror', 'Mystery', 'Thriller']",Chris Hemsworth,The Cabin in the Woods ,"['cabin in the woods', 'dark humor', 'hatchet', 'killed in an elevator', 'robot']",R,Horror,17.2167079396,"['Drew Goddard', 'Chris Hemsworth', 'cabin', 'in', 'the', 'woods', 'dark', 'humor', 'hatchet', 'killed', 'in', 'an', 'elevator', 'robot']"
Tony Scott,55000000.0,"['Action', 'Drama', 'Sport', 'Thriller']",Robert De Niro,The Fan ,"['baseball', 'fan', 'obsession', 'salesman', 'san francisco giants']",R,Sport,17.8228437432,"['Tony Scott', 'Robert De Niro', 'baseball', 'fan', 'obsession', 'salesman', 'san', 'francisco', 'giants']"
John Lasseter,120000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Kevin Spacey,A Bug's Life ,"['ant', 'circus', 'grasshopper', 'misunderstanding', 'overhearing']",G,Animation,18.6030023007,"['John Lasseter', 'Kevin Spacey', 'ant', 'circus', 'grasshopper', 'misunderstanding', 'overhearing']"
Sydney Pollack,31000000.0,"['Biography', 'Drama', 'Romance']",Meryl Streep,Out of Africa ,"['africa', 'hunter', 'love', 'marriage', 'plantation']",PG,Biography,17.2494977624,"['Sydney Pollack', 'Meryl Streep', 'africa', 'hunter', 'love', 'marriage', 'plantation']"
David Gordon Green,28000000.0,"['Comedy', 'Drama']",Dominic Flores,Our Brand Is Crisis ,"['bolivia', 'box office flop', 'inspired by documentary', 'presidential campaign', 'year 2002']",R,Rom-Com,17.1477150681,"['David Gordon Green', 'Dominic Flores', 'bolivia', 'box', 'office', 'flop', 'inspired', 'by', 'documentary', 'presidential', 'campaign', 'year', '2002']"
Joel Schumacher,32000000.0,"['Mystery', 'Thriller']",Logan Lerman,The Number 23 ,"['destiny', 'detective', 'imagination', 'murder', 'sex scene']",R,Mystery,17.2812464608,"['Joel Schumacher', 'Logan Lerman', 'destiny', 'detective', 'imagination', 'murder', 'sex', 'scene']"
Carlos Saldanha,103000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Musical']",Miguel Ferrer,Rio 2 ,"['amazon', 'bird', 'father in law', 'jungle', 'no opening credits']",G,Animation,18.4502395462,"['Carlos Saldanha', 'Miguel Ferrer', 'amazon', 'bird', 'father', 'in', 'law', 'jungle', 'no', 'opening', 'credits']"
Gary Winick,37000000.0,"['Comedy', 'Fantasy', 'Romance']",Jennifer Garner,13 Going on 30 ,"['13 year old', '13th birthday', '30 year old', 'wish', 'year 1987']",PG-13,Rom-Com,17.4264284706,"['Gary Winick', 'Jennifer Garner', '13', 'year', 'old', '13th', 'birthday', '30', 'year', 'old', 'wish', 'year', '1987']"
Richard Donner,35000000.0,"['Action', 'Crime', 'Thriller']",Rene Russo,Lethal Weapon 3 ,"['gangster', 'gun', 'internal affairs', 'police', 'police officer']",R,Action-Comedy,17.3708586195,"['Richard Donner', 'Rene Russo', 'gangster', 'gun', 'internal', 'affairs', 'police', 'police', 'officer']"
Chris Buck,150000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']",Josh Gad,Frozen ,"['magic', 'sister love', 'sister sister relationship', 'snow', 'snowman']",PG,Animation,18.8261458521,"['Chris Buck', 'Josh Gad', 'magic', 'sister', 'love', 'sister', 'sister', 'relationship', 'snow', 'snowman']"
Zack Snyder,80000000.0,"['Action', 'Adventure', 'Animation', 'Family', 'Fantasy']",Abbie Cornish,Legend of the Guardians: The Owls of Ga'Hoole ,"['barn owl', 'escape', 'owl', 'ruler', 'soldier']",PG,Animation,18.1975371926,"['Zack Snyder', 'Abbie Cornish', 'barn', 'owl', 'escape', 'owl', 'ruler', 'soldier']"
Alan J. Pakula,45000000.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",Denzel Washington,The Pelican Brief ,"['college professor', 'fbi', 'president', 'professor', 'supreme court']",PG-13,Mystery,17.6221730477,"['Alan J. Pakula', 'Denzel Washington', 'college', 'professor', 'fbi', 'president', 'professor', 'supreme', 'court']"
Nathan Greno,260000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']",Brad Garrett,Tangled ,"['17th century', 'based on fairy tale', 'disney', 'flower', 'tower']",PG,Animation,19.376192189,"['Nathan Greno', 'Brad Garrett', '17th', 'century', 'based', 'on', 'fairy', 'tale', 'disney', 'flower', 'tower']"
John Schultz,30000000.0,"['Comedy', 'Family', 'Fantasy', 'Sport']",Brenda Song,Like Mike ,"['basketball', 'lightning', 'nba', 'orphanage', 'shoe']",PG,Sport,17.2167079396,"['John Schultz', 'Brenda Song', 'basketball', 'lightning', 'nba', 'orphanage', 'shoe']"
Peter Landesman,35000000.0,"['Biography', 'Drama', 'Sport']",Will Smith,Concussion ,"['chronic traumatic encephalopathy', 'concussion', 'football', 'football player', 'pathologist']",PG-13,Sport,17.3708586195,"['Peter Landesman', 'Will Smith', 'chronic', 'traumatic', 'encephalopathy', 'concussion', 'football', 'football', 'player', 'pathologist']"
Dominic Sena,80000000.0,"['Action', 'Crime', 'Thriller']",Hugh Jackman,Swordfish ,"['computer', 'secret agent', 'terrorism', 'told in flashback', 'wearing a sound wire']",R,Action-Comedy,18.1975371926,"['Dominic Sena', 'Hugh Jackman', 'computer', 'secret', 'agent', 'terrorism', 'told', 'in', 'flashback', 'wearing', 'a', 'sound', 'wire']"
Garry Marshall,50000000.0,"['Comedy', 'Drama', 'Romance']",Amber Valletta,Raising Helen ,"['fashion show', 'female protagonist', 'love', 'pastor', 'queens new york city']",PG-13,Rom-Com,17.7275335634,"['Garry Marshall', 'Amber Valletta', 'fashion', 'show', 'female', 'protagonist', 'love', 'pastor', 'queens', 'new', 'york', 'city']"
Mike Mitchell,35000000.0,"['Adventure', 'Comedy', 'Family', 'Sci-Fi']",Michael Angarano,Sky High ,"['coming of age', 'friend', 'high school', 'sidekick', 'superpower']",PG,Family,17.3708586195,"['Mike Mitchell', 'Michael Angarano', 'coming', 'of', 'age', 'friend', 'high', 'school', 'sidekick', 'superpower']"
Roger Kumble,43000000.0,"['Comedy', 'Romance']",Judith Chapman,The Sweetest Thing ,"['female removes her clothes', 'roommate', 'voyeur', 'voyeurism', 'wedding']",R,Rom-Com,17.5767106737,"['Roger Kumble', 'Judith Chapman', 'female', 'removes', 'her', 'clothes', 'roommate', 'voyeur', 'voyeurism', 'wedding']"
Rob Cohen,80000000.0,"['Action', 'Adventure', 'Drama', 'Thriller']",Sylvester Stallone,Daylight ,"['collapsing tunnel', 'explosion', 'new jersey', 'tunnel', 'weimaraner']",PG-13,Action-Comedy,18.1975371926,"['Rob Cohen', 'Sylvester Stallone', 'collapsing', 'tunnel', 'explosion', 'new', 'jersey', 'tunnel', 'weimaraner']"
Eric Darnell,145000000.0,"['Adventure', 'Animation', 'Comedy', 'Family']",Jada Pinkett Smith,Madagascar 3: Europe's Most Wanted ,"['animal', 'circus', 'island name in title', 'lemur', 'penguin']",PG,Animation,18.7922443004,"['Eric Darnell', 'Jada Pinkett Smith', 'animal', 'circus', 'island', 'name', 'in', 'title', 'lemur', 'penguin']"
John Woo,80000000.0,"['Action', 'Crime', 'Sci-Fi', 'Thriller']",Nicolas Cage,Face/Off ,"['death of child', 'face', 'face transplant', 'prison', 'terrorist']",R,Sci-Fi,18.1975371926,"['John Woo', 'Nicolas Cage', 'death', 'of', 'child', 'face', 'face', 'transplant', 'prison', 'terrorist']"
John Glen,32000000.0,"['Action', 'Adventure', 'Thriller']",Robert Davi,Licence to Kill ,"['drug cartel', 'drug lord', 'james bond 007', 'personal vendetta', 'vengeance']",PG-13,Action-Comedy,17.2812464608,"['John Glen', 'Robert Davi', 'drug', 'cartel', 'drug', 'lord', 'james', 'bond', '007', 'personal', 'vendetta', 'vengeance']"
Sam Raimi,139000000.0,"['Action', 'Adventure', 'Fantasy', 'Romance']",J.K. Simmons,Spider-Man ,"['evil', 'goblin', 'spider', 'spider man', 'superhero']",PG-13,Action-Comedy,18.7499844911,"['Sam Raimi', 'J.K. Simmons', 'evil', 'goblin', 'spider', 'spider', 'man', 'superhero']"
F. Gary Gray,36000000.0,"['Action', 'Crime', 'Drama', 'Thriller']",Vin Diesel,A Man Apart ,"['bust', 'dea', 'drug cartel', 'justice', 'tragic hero']",R,Action-Comedy,17.3990294964,"['F. Gary Gray', 'Vin Diesel', 'bust', 'dea', 'drug', 'cartel', 'justice', 'tragic', 'hero']"
Taylor Hackford,35000000.0,"['Crime', 'Drama']",Delroy Lindo,"Blood In, Blood Out ","['1970s', '1980s', 'barrio', 'gang war', 'mexican']",R,Crime,17.3708586195,"['Taylor Hackford', 'Delroy Lindo', '1970s', '1980s', 'barrio', 'gang', 'war', 'mexican']"
Chuck Russell,60000000.0,"['Action', 'Adventure', 'Fantasy', 'Thriller']",Dwayne Johnson,The Scorpion King ,"['desert', 'king', 'showdown', 'sorceress', 'warrior']",PG-13,Action-Comedy,17.9098551202,"['Chuck Russell', 'Dwayne Johnson', 'desert', 'king', 'showdown', 'sorceress', 'warrior']"
Mike Newell,200000000.0,"['Action', 'Adventure', 'Fantasy', 'Romance']",Jake Gyllenhaal,Prince of Persia: The Sands of Time ,"['alamut', 'dagger', 'king', 'persia', 'princess']",PG-13,Action-Comedy,19.1138279245,"['Mike Newell', 'Jake Gyllenhaal', 'alamut', 'dagger', 'king', 'persia', 'princess']"
Thomas Carter,30000000.0,"['Drama', 'Sport']",Channing Tatum,Coach Carter ,"['basketball', 'basketball coach', 'coach', 'contract', 'high school']",PG-13,Sport,17.2167079396,"['Thomas Carter', 'Channing Tatum', 'basketball', 'basketball', 'coach', 'coach', 'contract', 'high', 'school']"
M. Night Shyamalan,150000000.0,"['Action', 'Adventure', 'Family', 'Fantasy']",Seychelle Gabriel,The Last Airbender ,"['avatar', 'fire', 'kingdom', 'tribe', 'water']",PG,Family,18.8261458521,"['M. Night Shyamalan', 'Seychelle Gabriel', 'avatar', 'fire', 'kingdom', 'tribe', 'water']"
Ryan Coogler,35000000.0,"['Drama', 'Sport']",Sylvester Stallone,Creed ,"['boxing', 'boxing match', 'fight', 'montage', 'philadelphia']",PG-13,Sport,17.3708586195,"['Ryan Coogler', 'Sylvester Stallone', 'boxing', 'boxing', 'match', 'fight', 'montage', 'philadelphia']"
Roland Emmerich,165000000.0,"['Action', 'Adventure', 'Sci-Fi']",Vivica A. Fox,Independence Day: Resurgence ,"['alien', 'battle', 'defense', 'independence day', 'mothership']",PG-13,Sci-Fi,18.9214560319,"['Roland Emmerich', 'Vivica A. Fox', 'alien', 'battle', 'defense', 'independence', 'day', 'mothership']"
Jonathan Liebesman,125000000.0,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",Noel Fisher,Teenage Mutant Ninja Turtles ,"['18 wheeler', 'mutant', 'ninja', 'sewer', 'turtle']",PG-13,Sci-Fi,18.6438242953,"['Jonathan Liebesman', 'Noel Fisher', '18', 'wheeler', 'mutant', 'ninja', 'sewer', 'turtle']"
Peter Jackson,93000000.0,"['Action', 'Adventure', 'Drama', 'Fantasy']",Christopher Lee,The Lord of the Rings: The Fellowship of the Ring ,"['elf', 'hobbit', 'middle earth', 'quest', 'ring']",PG-13,Action-Comedy,18.3481100511,"['Peter Jackson', 'Christopher Lee', 'elf', 'hobbit', 'middle', 'earth', 'quest', 'ring']"
Peter Segal,30000000.0,"['Comedy', 'Crime']",George Kennedy,Naked Gun 33 1/3: The Final Insult ,"['retirement', 'spoof', 'terrorist', 'transsexual', 'undercover']",PG-13,Rom-Com,17.2167079396,"['Peter Segal', 'George Kennedy', 'retirement', 'spoof', 'terrorist', 'transsexual', 'undercover']"
Jean-Pierre Jeunet,47000000.0,"['Drama', 'Mystery', 'Romance', 'War']",Denis Lavant,A Very Long Engagement ,"['court martial', 'death', 'girl', ""no man's land"", 'soldier']",R,War,17.6656581597,"['Jean-Pierre Jeunet', 'Denis Lavant', 'court', 'martial', 'death', 'girl', 'no', 'man', 's', 'land', 'soldier']"
Miguel Arteta,28000000.0,"['Comedy', 'Family']",Bella Thorne,"Alexander and the Terrible, Horrible, No Good, Very Bad Day ","['bad day', 'based on book', 'birthday', 'job interview', 'long title']",PG,Family,17.1477150681,"['Miguel Arteta', 'Bella Thorne', 'bad', 'day', 'based', 'on', 'book', 'birthday', 'job', 'interview', 'long', 'title']"
John Glen,30000000.0,"['Action', 'Adventure', 'Thriller']",Patrick Macnee,A View to a Kill ,"['computer', 'earthquake', 'microchip', 'official james bond series', 'silicon valley']",PG,Action-Comedy,17.2167079396,"['John Glen', 'Patrick Macnee', 'computer', 'earthquake', 'microchip', 'official', 'james', 'bond', 'series', 'silicon', 'valley']"
Mike Newell,38000000.0,"['Comedy', 'Drama', 'Romance']",Angelina Jolie Pitt,Pushing Tin ,"['air traffic control', 'air traffic controller', 'female bodybuilder', 'job', 'marriage']",R,Rom-Com,17.4530967177,"['Mike Newell', 'Angelina Jolie Pitt', 'air', 'traffic', 'control', 'air', 'traffic', 'controller', 'female', 'bodybuilder', 'job', 'marriage']"
Dean Parisot,84000000.0,"['Action', 'Comedy', 'Crime', 'Thriller']",Bruce Willis,RED 2 ,"['cia', 'cia agent', 'rescue', 'russian', 'team']",PG-13,Rom-Com,18.2463273568,"['Dean Parisot', 'Bruce Willis', 'cia', 'cia', 'agent', 'rescue', 'russian', 'team']"
David Slade,32000000.0,['Horror'],Danny Huston,30 Days of Night ,"['alaska', 'small town', 'snow', 'vampire', 'winter']",R,Horror,17.2812464608,"['David Slade', 'Danny Huston', 'alaska', 'small', 'town', 'snow', 'vampire', 'winter']"
Nick Cassavetes,40000000.0,"['Comedy', 'Romance']",Don Johnson,The Other Woman ,"['beach house', 'blonde bombshell', 'cheating husband', 'revenge', 'wife meets mistress']",PG-13,Rom-Com,17.5043900121,"['Nick Cassavetes', 'Don Johnson', 'beach', 'house', 'blonde', 'bombshell', 'cheating', 'husband', 'revenge', 'wife', 'meets', 'mistress']"
Anne Fletcher,35000000.0,"['Action', 'Comedy', 'Crime']",Jim Gaffigan,Hot Pursuit ,"['danger', 'drug cartel', 'female cop', 'female police officer', 'fugitive']",PG-13,Rom-Com,17.3708586195,"['Anne Fletcher', 'Jim Gaffigan', 'danger', 'drug', 'cartel', 'female', 'cop', 'female', 'police', 'officer', 'fugitive']"
Mike Nichols,75000000.0,"['Biography', 'Comedy', 'Drama', 'History']",Philip Seymour Hoffman,Charlie Wilson's War ,"['afghanistan', 'arms dealer', 'based on true story', 'cia', 'texas']",R,Biography,18.1329986715,"['Mike Nichols', 'Philip Seymour Hoffman', 'afghanistan', 'arms', 'dealer', 'based', 'on', 'true', 'story', 'cia', 'texas']"
Justin Lin,185000000.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Sofia Boutella,Star Trek Beyond ,"['hatred', 'sequel', 'space opera', 'star trek', 'third part']",PG-13,Sci-Fi,19.035866383,"['Justin Lin', 'Sofia Boutella', 'hatred', 'sequel', 'space', 'opera', 'star', 'trek', 'third', 'part']"
Tim Burton,70000000.0,"['Action', 'Comedy', 'Sci-Fi']",Natalie Portman,Mars Attacks! ,"['alien', 'general', 'martian', 'president', 'weapon']",PG-13,Sci-Fi,18.0640058,"['Tim Burton', 'Natalie Portman', 'alien', 'general', 'martian', 'president', 'weapon']"
Stephen Herek,40000000.0,"['Action', 'Comedy']",Christina Milian,Man of the House ,"['cheerleader', 'cheerleading movie', 'neo noir', 'neo western', 'texas ranger']",PG-13,Rom-Com,17.5043900121,"['Stephen Herek', 'Christina Milian', 'cheerleader', 'cheerleading', 'movie', 'neo', 'noir', 'neo', 'western', 'texas', 'ranger']"
Martin Scorsese,100000000.0,"['Biography', 'Comedy', 'Crime', 'Drama']",Leonardo DiCaprio,The Wolf of Wall Street ,"['based on true story', 'fellatio', 'female rear nudity', 'sex in an airplane', 'stockbroker']",R,Biography,18.420680744,"['Martin Scorsese', 'Leonardo DiCaprio', 'based', 'on', 'true', 'story', 'fellatio', 'female', 'rear', 'nudity', 'sex', 'in', 'an', 'airplane', 'stockbroker']"
Marc Forster,200000000.0,"['Action', 'Adventure']",Giancarlo Giannini,Quantum of Solace ,"['action hero', 'attempted rape', 'bond girl', 'official james bond series', 'revenge']",PG-13,Action-Comedy,19.1138279245,"['Marc Forster', 'Giancarlo Giannini', 'action', 'hero', 'attempted', 'rape', 'bond', 'girl', 'official', 'james', 'bond', 'series', 'revenge']"
Phillip Noyce,68000000.0,"['Action', 'Adventure', 'Romance', 'Sci-Fi', 'Thriller']",Alun Armstrong,The Saint ,"['cold fusion', 'disguise', 'energy', 'fusion', 'the saint']",PG-13,Sci-Fi,18.0350182631,"['Phillip Noyce', 'Alun Armstrong', 'cold', 'fusion', 'disguise', 'energy', 'fusion', 'the', 'saint']"
Francis Ford Coppola,58000000.0,"['Crime', 'Drama', 'Music']",Nicolas Cage,The Cotton Club ,"['brothers hugging', 'jazz', 'jealousy', 'nudity', 'parole violation']",R,Musical,17.8759535685,"['Francis Ford Coppola', 'Nicolas Cage', 'brothers', 'hugging', 'jazz', 'jealousy', 'nudity', 'parole', 'violation']"
Tim Story,40000000.0,"['Action', 'Comedy']",Olivia Munn,Ride Along 2 ,"['computer hacker', 'crime boss', 'detective', 'drugs', 'wedding']",PG-13,Rom-Com,17.5043900121,"['Tim Story', 'Olivia Munn', 'computer', 'hacker', 'crime', 'boss', 'detective', 'drugs', 'wedding']"
Sam Weisman,55000000.0,"['Action', 'Adventure', 'Comedy', 'Family', 'Romance']",Brendan Fraser,George of the Jungle ,"['animal companion', 'heiress', 'hero', 'jungle', 'male objectification']",PG,Family,17.8228437432,"['Sam Weisman', 'Brendan Fraser', 'animal', 'companion', 'heiress', 'hero', 'jungle', 'male', 'objectification']"
Tom Vaughan,31000000.0,['Drama'],Harrison Ford,Extraordinary Measures ,"['cure', 'disease', 'imagination', 'race against time', 'venture capital']",PG,Drama,17.2494977624,"['Tom Vaughan', 'Harrison Ford', 'cure', 'disease', 'imagination', 'race', 'against', 'time', 'venture', 'capital']"
Doug Liman,178000000.0,"['Action', 'Adventure', 'Sci-Fi']",Tom Cruise,Edge of Tomorrow ,"['alien', 'combat', 'dying repeatedly', 'end of the world', 'time loop']",PG-13,Sci-Fi,18.9972941083,"['Doug Liman', 'Tom Cruise', 'alien', 'combat', 'dying', 'repeatedly', 'end', 'of', 'the', 'world', 'time', 'loop']"
Kenny Ortega,60000000.0,"['Documentary', 'Music']",Misha Gabriel Hamilton,This Is It ,"['2000s', 'box office hit', 'comeback', 'rehearsal', 'year 2009']",PG,History,17.9098551202,"['Kenny Ortega', 'Misha Gabriel Hamilton', '2000s', 'box', 'office', 'hit', 'comeback', 'rehearsal', 'year', '2009']"
Rob Marshall,50000000.0,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Musical']",Johnny Depp,Into the Woods ,"['based on stage musical', 'cinderella', 'little red riding hood', 'singing', 'witch']",PG,Musical,17.7275335634,"['Rob Marshall', 'Johnny Depp', 'based', 'on', 'stage', 'musical', 'cinderella', 'little', 'red', 'riding', 'hood', 'singing', 'witch']"
Brad Bird,70000000.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Sci-Fi']",Vin Diesel,The Iron Giant ,"['boy', 'friend', 'government agent', 'maine', 'robot']",PG,Animation,18.0640058,"['Brad Bird', 'Vin Diesel', 'boy', 'friend', 'government', 'agent', 'maine', 'robot']"
