director_name,budget,genres,actor_1_name,movie_title,plot_keywords,content_rating,genre_adjusted
Andy Cadiff,23000000.0,"['Comedy', 'Romance']",Annabella Sciorra,Chasing Liberty ,"['first daughter', 'photographer', 'prague', 'president', 'secret service agent']",PG-13,Rom-Com
M. Night Shyamalan,72000000.0,"['Drama', 'Sci-Fi', 'Thriller']",Rory Culkin,Signs ,"['crop circle', 'faith', 'farm', 'glass of water', 'loss of faith']",PG-13,Sci-Fi
Ben Affleck,44500000.0,"['Biography', 'Drama', 'History', 'Thriller']",Clea DuVall,Argo ,"['1970s', 'cia', 'f word', 'u.s. embassy', 'year 1979']",R,Biography
Harold Ramis,48000000.0,"['Comedy', 'Fantasy', 'Romance']",Brendan Fraser,Bedazzled ,"['contract', 'devil', 'dream', 'soul', 'wish']",PG-13,Rom-Com
Richard Eyre,15000000.0,"['Crime', 'Drama', 'Romance', 'Thriller']",Phil Davis,Notes on a Scandal ,"['age difference', 'school', 'student', 'teacher', 'writing']",R,Crime
Olivier Megaton,45000000.0,"['Action', 'Crime', 'Thriller']",Liam Neeson,Taken 2 ,"['albanian', 'revenge', 'revenge motive', 'teenage daughter', 'vacation']",PG-13,Action-Comedy
Charles Stone III,30000000.0,"['Comedy', 'Drama', 'Romance', 'Sport']",Bernie Mac,Mr 3000 ,"['baseball', 'baseball movie', 'cartoon on tv', 'dodge viper', 'retirement']",PG-13,Sport
Will Gluck,35000000.0,"['Comedy', 'Romance']",Mila Kunis,Friends with Benefits ,"['blow job', 'female rear nudity', 'girl in panties', 'male objectification', 'no panties']",R,Rom-Com
Oliver Parker,45000000.0,"['Action', 'Adventure', 'Comedy', 'Crime']",Daniel Kaluuya,Johnny English Reborn ,"['assassin', 'chinese', 'conspiracy', 'gadget', 'premier']",PG,Rom-Com
Robert Redford,60000000.0,"['Drama', 'Romance', 'Western']",Scarlett Johansson,The Horse Whisperer ,"['grace', 'groom', 'horse', 'montana', 'western u.s.']",PG-13,Western
Bobby Farrelly,70000000.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Family', 'Fantasy']",Ron Howard,Osmosis Jones ,"['blood', 'body', 'egg', 'virus', 'white blood cell']",PG,Animation
Scott Cooper,53000000.0,"['Biography', 'Crime', 'Drama']",Johnny Depp,Black Mass ,"['based on true story', 'boston massachusetts', 'fbi agent', 'gangster', 'true crime']",R,Biography
Penny Marshall,40000000.0,"['Comedy', 'Drama']",Ed Begley Jr.,Renaissance Man ,"['army', 'basic training', ""reference to shakespeare's hamlet"", 'teacher', 'u.s. army']",PG-13,Rom-Com
Clint Eastwood,25000000.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",John Doman,Mystic River ,"['ballistics', 'detective', 'friend', 'gun', 'sexual abuse']",R,Mystery
Wes Craven,1800000.0,['Horror'],Johnny Depp,A Nightmare on Elm Street ,"['freddy krueger', 'lucid dream', 'serial killer', 'slasher', 'sleep deprivation']",X,Horror
Shane Black,200000000.0,"['Action', 'Adventure', 'Sci-Fi']",Robert Downey Jr.,Iron Man 3 ,"['armor', 'explosion', 'human bomb', 'missile attack', 'terrorist']",PG-13,Sci-Fi
Adam Shankman,56000000.0,"['Action', 'Comedy', 'Drama', 'Family', 'Thriller']",Vin Diesel,The Pacifier ,"['bodyguard', 'death of husband', 'male nanny', 'nanny', 'wrestling match']",PG,Family
Andy Fickman,65000000.0,"['Action', 'Adventure', 'Family', 'Fantasy', 'Sci-Fi', 'Thriller']",Dwayne Johnson,Race to Witch Mountain ,"['alien', 'military', 'mountain', 'spacecraft', 'ufo']",PG,Family
Nick Cassavetes,30000000.0,['Drama'],Jason Patric,My Sister's Keeper ,"['hospital', 'leukemia', 'oncology', 'sick child', 'terminal illness']",PG-13,Drama
Rawson Marshall Thurber,50000000.0,"['Action', 'Comedy', 'Crime']",Dwayne Johnson,Central Intelligence ,"['accountant', 'blooper', 'espionage', 'facebook', 'high school reunion']",PG-13,Rom-Com
Ellory Elkayem,30000000.0,"['Action', 'Comedy', 'Horror']",Scarlett Johansson,Eight Legged Freaks ,"['creature feature', 'human versus spider', 'spider', 'spider feature', 'woman sheriff']",PG-13,Horror
Bobby Farrelly,51000000.0,['Comedy'],Robert Forster,"Me, Myself & Irene ","['dissociative identity disorder', 'limousine', 'multiple personality', 'police', 'rhode island']",R,Comedy
Dominic Sena,90000000.0,"['Action', 'Crime', 'Thriller']",Nicolas Cage,Gone in Sixty Seconds ,"['auto theft', 'brother', 'car', 'theft', 'thief']",PG-13,Action-Comedy
Michael Sucsy,30000000.0,"['Drama', 'Romance']",Channing Tatum,The Vow ,"['car accident', 'life support', 'memory loss', 'trauma', 'voice recording']",PG-13,Drama
Judd Apatow,30000000.0,"['Comedy', 'Romance']",Harold Ramis,Knocked Up ,"['one night stand', 'pregnancy', 'slacker', 'unplanned pregnancy', 'website']",R,Rom-Com
Josh Trank,120000000.0,"['Action', 'Adventure', 'Sci-Fi']",Tim Blake Nelson,Fantastic Four ,"['box office flop', 'critically bashed', 'portal', 'teleportation', 'troubled production']",PG-13,Sci-Fi
Ron Howard,38000000.0,"['Action', 'Biography', 'Drama', 'Sport']",Chris Hemsworth,Rush ,"['1970s', 'female rear nudity', 'formula 1', 'rivalry', 'sex with a nurse']",R,Sport
Clint Eastwood,35000000.0,"['Biography', 'Crime', 'Drama']",Leonardo DiCaprio,J. Edgar ,"['agent', 'fbi', 'federal bureau of investigation', 'gay relationship', 'secret']",R,Biography
Stephen Daldry,40000000.0,"['Adventure', 'Drama', 'Mystery']",Tom Hanks,Extremely Loud & Incredibly Close ,"['fear', 'mourning', 'mute', 'quest', 'revelation']",PG-13,Mystery
Christophe Gans,50000000.0,"['Adventure', 'Horror', 'Mystery']",Radha Mitchell,Silent Hill ,"['gothic', 'police', 'police officer', 'silent hill', 'sleepwalking']",R,Horror
Danny DeVito,55000000.0,"['Comedy', 'Crime', 'Drama', 'Thriller']",Robin Williams,Death to Smoochy ,"['children', ""children's tv show"", 'money', 'revenge', 'scandal']",R,Rom-Com
James Gray,21000000.0,"['Crime', 'Drama', 'Thriller']",Robert Duvall,We Own the Night ,"['arrest', 'drugs', 'loyalty', 'raid', 'violence']",R,Crime
Shawn Levy,150000000.0,"['Adventure', 'Comedy', 'Family', 'Fantasy']",Robin Williams,Night at the Museum: Battle of the Smithsonian ,"['hdtv', 'motorcycle', 'museum', 'security guard', 'tyrannosaurus rex']",PG,Family
Zack Snyder,250000000.0,"['Action', 'Adventure', 'Sci-Fi']",Henry Cavill,Batman v Superman: Dawn of Justice ,"['based on comic book', 'batman', 'sequel to a reboot', 'superhero', 'superman']",PG-13,Sci-Fi
Pete Docter,115000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Steve Buscemi,"Monsters, Inc. ","['friend', 'little girl', 'monster', 'rival', 'scream']",G,Animation
Robert Rodriguez,53000000.0,"['Action', 'Horror', 'Thriller']",Quentin Tarantino,Grindhouse ,"['anthropophagus', 'blood and gore', 'double feature', 'real twins playing twins', 'zombie']",R,Horror
Geoff Murphy,60000000.0,"['Action', 'Thriller']",Peter Greene,Under Siege 2: Dark Territory ,"['colorado', 'niece', 'satellite', 'terrorist', 'train']",R,Action-Comedy
Roman Polanski,38000000.0,"['Mystery', 'Thriller']",Johnny Depp,The Ninth Gate ,"['bare butt', 'gnosticism', 'lucifer', 'rare book', 'sex']",R,Mystery
Bill Condon,120000000.0,"['Adventure', 'Drama', 'Fantasy', 'Romance']",Robert Pattinson,The Twilight Saga: Breaking Dawn - Part 2 ,"['battle', 'friend', 'super strength', 'vampire', 'vision']",PG-13,Adventure
David Soren,135000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Sport']",Ryan Reynolds,Turbo ,"['accident', 'freak accident', 'race', 'snail', 'underdog']",PG,Sport
Kelly Makin,40000000.0,"['Comedy', 'Crime', 'Romance']",Jeanne Tripplehorn,Mickey Blue Eyes ,"['auctioneer', 'fbi', 'mafia', 'mobster', 'painting']",PG-13,Rom-Com
Kevin Hooks,25000000.0,"['Action', 'Adventure', 'Crime', 'Drama', 'Romance']",Salma Hayek,Fled ,"['disk', 'floppy disk', 'mafia', 'prison', 'prisoner']",R,Action-Comedy
James Cameron,69500000.0,"['Adventure', 'Drama', 'Sci-Fi', 'Thriller']",Michael Biehn,The Abyss ,"['alien', 'estranged couple', 'ocean', 'submarine', 'underwater']",PG-13,Sci-Fi
Mike Mitchell,75000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Music']",Amy Poehler,Alvin and the Chipmunks: Chipwrecked ,"['chipmunk', 'cruise ship', 'football ball', 'overboard', 'tennis ball']",G,Animation
Dean DeBlois,80000000.0,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Sci-Fi']",Tia Carrere,Lilo & Stitch ,"['alien', 'escape', 'fugitive', 'hawaii', 'social worker']",PG,Animation
Jaume Collet-Serra,30000000.0,"['Action', 'Mystery', 'Thriller']",Liam Neeson,Unknown ,"['agriculture', 'airport', 'amnesia', 'nurse', 'scientist']",PG-13,Mystery
Martin Scorsese,500000.0,"['Crime', 'Drama', 'Romance', 'Thriller']",Robert De Niro,Mean Streets ,"['bar', 'catholic guilt', 'epilepsy', 'italian american', 'money']",R,Crime
John Glen,30000000.0,"['Action', 'Adventure', 'Thriller']",Joe Don Baker,The Living Daylights ,"['british agent', 'defection', 'escape', 'kgb', 'soviet general']",PG,Action-Comedy
Breck Eisner,90000000.0,"['Action', 'Adventure', 'Fantasy']",Vin Diesel,The Last Witch Hunter ,"['box office flop', 'burned to death', 'magic', 'witch', 'witch hunter']",PG-13,Action-Comedy
Andrew Bergman,40000000.0,"['Comedy', 'Crime', 'Drama', 'Thriller']",Demi Moore,Striptease ,"['bouncer', 'breasts', 'congressman', 'private dancer', 'stripper']",R,Rom-Com
Brian Levant,60000000.0,"['Comedy', 'Family', 'Romance', 'Sci-Fi']",Taylor Negron,The Flintstones in Viva Rock Vegas ,"['based on tv series', 'love', 'prequel', 'the flintstones', 'title appears in song']",PG,Family
Kevin Bray,56000000.0,"['Action', 'Crime']",Dwayne Johnson,Walking Tall ,"['casino', 'football', 'sheriff', 'special forces', 'violence']",PG-13,Action-Comedy
Raja Gosnell,30000000.0,"['Action', 'Comedy', 'Crime']",Nia Long,Big Momma's House ,"['disguise', 'fbi', 'female impersonation', 'gender disguise', 'obesity']",PG-13,Rom-Com
Penny Marshall,48000000.0,"['Biography', 'Comedy', 'Drama']",Rosie Perez,Riding in Cars with Boys ,"['boy', 'college', 'heroin', 'working class', 'writer']",PG-13,Biography
Burr Steers,44000000.0,"['Drama', 'Fantasy', 'Romance']",Augustus Prew,Charlie St. Cloud ,"['brother brother relationship', 'death of brother', 'ghost', 'seeing dead people', 'talking with the dead']",PG-13,Drama
Robert Zemeckis,150000000.0,"['Action', 'Adventure', 'Animation', 'Fantasy']",Robin Wright,Beowulf ,"['creature', 'demon', 'king', 'reward', 'warrior']",PG-13,Animation
John Singleton,35000000.0,"['Action', 'Mystery', 'Thriller']",Ken Arnold,Abduction ,"['assassin', 'high school', 'on the run', 'teenager', 'website']",PG-13,Mystery
John Milius,20000000.0,"['Adventure', 'Fantasy']",William Smith,Conan the Barbarian ,"['actual animal killed', 'cult', 'evil sorcerer', 'gladiator', 'warlord']",R,Adventure
Roger Allers,45000000.0,"['Adventure', 'Animation', 'Drama', 'Family', 'Musical']",Matthew Broderick,The Lion King ,"['king', 'prince', 'scar', 'uncle', 'unnecessary guilt']",G,Animation
Nancy Meyers,70000000.0,"['Comedy', 'Fantasy', 'Romance']",Judy Greer,What Women Want ,"['advertising', 'battle of the sexes', 'ex husband ex wife relationship', 'pantyhose', 'telepathy']",PG-13,Rom-Com
Francis Ford Coppola,40000000.0,"['Fantasy', 'Horror', 'Romance']",Keanu Reeves,Bram Stoker's Dracula ,"['dracula', 'horror movie remake', 'maze', 'monster sex', 'vampire']",R,Horror
Barry Levinson,80000000.0,"['Comedy', 'Crime', 'Drama', 'Romance']",Bruce Willis,Bandits ,"['bank manager', 'hypochondriac', 'love triangle', 'prison', 'television']",PG-13,Rom-Com
Dean Parisot,45000000.0,"['Adventure', 'Comedy', 'Sci-Fi']",Alan Rickman,Galaxy Quest ,"['alien', 'alien race', 'convention', 'fan', 'general']",PG,Sci-Fi
Scott Derrickson,80000000.0,"['Drama', 'Sci-Fi', 'Thriller']",Keanu Reeves,The Day the Earth Stood Still ,"['alien', 'earth', 'giant robot', 'military', 'scientist']",PG-13,Sci-Fi
Willard Huyck,35000000.0,"['Action', 'Adventure', 'Comedy', 'Romance', 'Sci-Fi']",Lea Thompson,Howard the Duck ,"['alien', 'duck', 'laser', 'planet', 'singer']",PG,Sci-Fi
Gary Ross,87000000.0,"['Drama', 'History', 'Sport']",Jeff Bridges,Seabiscuit ,"['horse', 'horse racing', 'jockey', 'limp', 'seabiscuit']",PG-13,Sport
Joe Wright,150000000.0,"['Adventure', 'Family', 'Fantasy']",Hugh Jackman,Pan ,"['1940s', 'child hero', 'fantasy world', 'orphan', 'reference to peter pan']",PG,Family
Bibo Bergeron,75000000.0,"['Adventure', 'Animation', 'Comedy', 'Family']",Robert De Niro,Shark Tale ,"['anchor', 'fish', 'mobster', 'shark', 'vegetarian']",PG,Animation
Cedric Nicolas-Troyan,115000000.0,"['Action', 'Adventure', 'Drama', 'Fantasy']",Chris Hemsworth,The Huntsman: Winter's War ,"['based on fairy tale', 'dark fantasy', 'fairy tale', 'second part', 'sequel']",PG-13,Action-Comedy
Garry Marshall,70000000.0,"['Comedy', 'Romance']",Julia Roberts,Runaway Bride ,"['bride', 'columnist', 'journalist', 'maryland', 'wedding']",PG,Rom-Com
Rob Cohen,38000000.0,"['Action', 'Crime', 'Thriller']",Paul Walker,The Fast and the Furious ,"['eighteen wheeler', 'illegal street racing', 'truck', 'trucker', 'undercover cop']",PG-13,Action-Comedy
Brian De Palma,69000000.0,"['Crime', 'Mystery', 'Thriller']",Nicolas Cage,Snake Eyes ,"['assassination', 'boxing', 'casino', 'conspiracy', 'long take']",R,Mystery
Wolfgang Petersen,50000000.0,"['Action', 'Drama', 'Thriller']",Kevin Spacey,Outbreak ,"['disease', 'epidemic', 'monkey', 'quarantine', 'virus']",R,Action-Comedy
Eric Brevig,80000000.0,"['Adventure', 'Animation', 'Comedy', 'Family']",Justin Timberlake,Yogi Bear ,"['bear', 'mayor', 'park', 'sabotage', 'yogi bear']",PG,Animation
Zack Snyder,130000000.0,"['Action', 'Drama', 'Mystery', 'Sci-Fi']",Matt Frewer,Watchmen ,"['conspiracy', 'cynicism', 'false promise of the american dream', 'male full frontal nudity', 'male nudity']",R,Sci-Fi
Anthony Russo,54000000.0,"['Comedy', 'Romance']",Todd Stashwick,"You, Me and Dupree ","['best friend', 'foot fetish', 'houseguest', 'newlywed', 'wedding']",PG-13,Rom-Com
Steven Brill,50000000.0,"['Comedy', 'Romance']",Steve Buscemi,Mr. Deeds ,"['abbreviation in title', 'reporter', 'small town', 'sudden wealth', 'unknowing heir']",PG-13,Rom-Com
Simon West,115000000.0,"['Action', 'Adventure', 'Fantasy', 'Thriller']",Angelina Jolie Pitt,Lara Croft: Tomb Raider ,"['illuminati', 'planetary alignment', 'time', 'tomb', 'tomb raider']",PG-13,Action-Comedy
Ron Shelton,75000000.0,"['Action', 'Comedy', 'Crime', 'Thriller']",Harrison Ford,Hollywood Homicide ,"['audition', 'kissing while having sex', 'machismo', 'murder', 'sex']",PG-13,Rom-Com
Clint Eastwood,60000000.0,"['Biography', 'Drama', 'History', 'Sport']",Matt Damon,Invictus ,"['apartheid', 'nation', 'nelson mandela', 'president', 'rugby']",PG-13,Sport
Gil Junger,50000000.0,"['Adventure', 'Comedy', 'Fantasy']",Tom Wilkinson,Black Knight ,"['14th century', 'king', 'knight', 'sword duel', 'time travel']",PG-13,Rom-Com
Cameron Crowe,60000000.0,"['Adventure', 'Comedy', 'Drama', 'Music']",Philip Seymour Hoffman,Almost Famous ,"['band', 'magazine', 'rolling stone magazine', 'smoking marijuana', 'tour']",R,Musical
Dominic Sena,35000000.0,"['Action', 'Crime', 'Mystery', 'Thriller']",Tom Skerritt,Whiteout ,"['antarctica', 'geologist', 'investigation', 'u.s. marshal', 'winter']",R,Mystery
Ben Stiller,90000000.0,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']",Adam Scott,The Secret Life of Walter Mitty ,"['daydream', 'life magazine', 'magazine', 'photographer', 'snow leopard']",PG,Rom-Com
Brad Furman,30000000.0,"['Crime', 'Thriller']",Justin Timberlake,Runner Runner ,"['costa rica', 'fbi agent', 'gambling', 'money', 'online gambling']",R,Crime
Marc Forster,38000000.0,"['Comedy', 'Drama', 'Fantasy', 'Romance']",Will Ferrell,Stranger Than Fiction ,"['author', 'fate', 'novelist', 'professor', 'writer']",PG-13,Rom-Com
Paul Verhoeven,65000000.0,"['Action', 'Sci-Fi']",Ronny Cox,Total Recall ,"['ambiguous ending', 'false memory', 'implanted memory', 'memory', 'space colony']",R,Sci-Fi
Taylor Hackford,65000000.0,"['Action', 'Drama', 'Thriller']",Pamela Reed,Proof of Life ,"['jungle', 'pipeline', 'prisoner', 'ransom', 'south america']",R,Action-Comedy
Vincenzo Natali,26000000.0,"['Drama', 'Horror', 'Sci-Fi']",Sarah Polley,Splice ,"['dna', 'experiment', 'genetics', 'interspecies sex', 'scientist']",R,Horror
Simon Wells,80000000.0,"['Action', 'Adventure', 'Sci-Fi']",Mark Addy,The Time Machine ,"['hunter', 'scientist', 'time machine', 'time travel', 'time travel romance']",PG-13,Sci-Fi
John Singleton,46000000.0,"['Action', 'Crime', 'Thriller']",Christian Bale,Shaft ,"['blaxploitation', 'detective', 'drugs', 'shaft', 'trial']",R,Action-Comedy
Todd Phillips,60000000.0,"['Comedy', 'Crime']",Snoop Dogg,Starsky & Hutch ,"['cocaine', 'cop', 'criminal', 'partner', 'police']",PG-13,Rom-Com
George Armitage,50000000.0,"['Comedy', 'Crime']",Morgan Freeman,The Big Bounce ,"['breasts', 'consensual sex', 'female nudity', 'judge', 'surfer']",PG-13,Rom-Com
Ronny Yu,35000000.0,"['Action', 'Adventure', 'Fantasy']",Marley Shelton,Warriors of Virtue ,"['anthropomorphic animal', 'football', 'kangaroo', 'sword and sorcery', 'water boy']",PG,Action-Comedy
Renny Harlin,70000000.0,"['Action', 'Adventure', 'Thriller']",Sylvester Stallone,Cliffhanger ,"['money', 'mountain', 'rocky mountains', 'snow', 'suitcase']",R,Action-Comedy
Drew Goddard,30000000.0,"['Fantasy', 'Horror', 'Mystery', 'Thriller']",Chris Hemsworth,The Cabin in the Woods ,"['cabin in the woods', 'dark humor', 'hatchet', 'killed in an elevator', 'robot']",R,Horror
Tony Scott,55000000.0,"['Action', 'Drama', 'Sport', 'Thriller']",Robert De Niro,The Fan ,"['baseball', 'fan', 'obsession', 'salesman', 'san francisco giants']",R,Sport
John Lasseter,120000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Kevin Spacey,A Bug's Life ,"['ant', 'circus', 'grasshopper', 'misunderstanding', 'overhearing']",G,Animation
Sydney Pollack,31000000.0,"['Biography', 'Drama', 'Romance']",Meryl Streep,Out of Africa ,"['africa', 'hunter', 'love', 'marriage', 'plantation']",PG,Biography
David Gordon Green,28000000.0,"['Comedy', 'Drama']",Dominic Flores,Our Brand Is Crisis ,"['bolivia', 'box office flop', 'inspired by documentary', 'presidential campaign', 'year 2002']",R,Rom-Com
Joel Schumacher,32000000.0,"['Mystery', 'Thriller']",Logan Lerman,The Number 23 ,"['destiny', 'detective', 'imagination', 'murder', 'sex scene']",R,Mystery
Carlos Saldanha,103000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Musical']",Miguel Ferrer,Rio 2 ,"['amazon', 'bird', 'father in law', 'jungle', 'no opening credits']",G,Animation
Gary Winick,37000000.0,"['Comedy', 'Fantasy', 'Romance']",Jennifer Garner,13 Going on 30 ,"['13 year old', '13th birthday', '30 year old', 'wish', 'year 1987']",PG-13,Rom-Com
Richard Donner,35000000.0,"['Action', 'Crime', 'Thriller']",Rene Russo,Lethal Weapon 3 ,"['gangster', 'gun', 'internal affairs', 'police', 'police officer']",R,Action-Comedy
Chris Buck,150000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']",Josh Gad,Frozen ,"['magic', 'sister love', 'sister sister relationship', 'snow', 'snowman']",PG,Animation
Zack Snyder,80000000.0,"['Action', 'Adventure', 'Animation', 'Family', 'Fantasy']",Abbie Cornish,Legend of the Guardians: The Owls of Ga'Hoole ,"['barn owl', 'escape', 'owl', 'ruler', 'soldier']",PG,Animation
Alan J. Pakula,45000000.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",Denzel Washington,The Pelican Brief ,"['college professor', 'fbi', 'president', 'professor', 'supreme court']",PG-13,Mystery
Nathan Greno,260000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']",Brad Garrett,Tangled ,"['17th century', 'based on fairy tale', 'disney', 'flower', 'tower']",PG,Animation
John Schultz,30000000.0,"['Comedy', 'Family', 'Fantasy', 'Sport']",Brenda Song,Like Mike ,"['basketball', 'lightning', 'nba', 'orphanage', 'shoe']",PG,Sport
Peter Landesman,35000000.0,"['Biography', 'Drama', 'Sport']",Will Smith,Concussion ,"['chronic traumatic encephalopathy', 'concussion', 'football', 'football player', 'pathologist']",PG-13,Sport
Dominic Sena,80000000.0,"['Action', 'Crime', 'Thriller']",Hugh Jackman,Swordfish ,"['computer', 'secret agent', 'terrorism', 'told in flashback', 'wearing a sound wire']",R,Action-Comedy
Garry Marshall,50000000.0,"['Comedy', 'Drama', 'Romance']",Amber Valletta,Raising Helen ,"['fashion show', 'female protagonist', 'love', 'pastor', 'queens new york city']",PG-13,Rom-Com
Mike Mitchell,35000000.0,"['Adventure', 'Comedy', 'Family', 'Sci-Fi']",Michael Angarano,Sky High ,"['coming of age', 'friend', 'high school', 'sidekick', 'superpower']",PG,Family
Roger Kumble,43000000.0,"['Comedy', 'Romance']",Judith Chapman,The Sweetest Thing ,"['female removes her clothes', 'roommate', 'voyeur', 'voyeurism', 'wedding']",R,Rom-Com
Rob Cohen,80000000.0,"['Action', 'Adventure', 'Drama', 'Thriller']",Sylvester Stallone,Daylight ,"['collapsing tunnel', 'explosion', 'new jersey', 'tunnel', 'weimaraner']",PG-13,Action-Comedy
Eric Darnell,145000000.0,"['Adventure', 'Animation', 'Comedy', 'Family']",Jada Pinkett Smith,Madagascar 3: Europe's Most Wanted ,"['animal', 'circus', 'island name in title', 'lemur', 'penguin']",PG,Animation
John Woo,80000000.0,"['Action', 'Crime', 'Sci-Fi', 'Thriller']",Nicolas Cage,Face/Off ,"['death of child', 'face', 'face transplant', 'prison', 'terrorist']",R,Sci-Fi
John Glen,32000000.0,"['Action', 'Adventure', 'Thriller']",Robert Davi,Licence to Kill ,"['drug cartel', 'drug lord', 'james bond 007', 'personal vendetta', 'vengeance']",PG-13,Action-Comedy
Sam Raimi,139000000.0,"['Action', 'Adventure', 'Fantasy', 'Romance']",J.K. Simmons,Spider-Man ,"['evil', 'goblin', 'spider', 'spider man', 'superhero']",PG-13,Action-Comedy
F. Gary Gray,36000000.0,"['Action', 'Crime', 'Drama', 'Thriller']",Vin Diesel,A Man Apart ,"['bust', 'dea', 'drug cartel', 'justice', 'tragic hero']",R,Action-Comedy
Taylor Hackford,35000000.0,"['Crime', 'Drama']",Delroy Lindo,"Blood In, Blood Out ","['1970s', '1980s', 'barrio', 'gang war', 'mexican']",R,Crime
Chuck Russell,60000000.0,"['Action', 'Adventure', 'Fantasy', 'Thriller']",Dwayne Johnson,The Scorpion King ,"['desert', 'king', 'showdown', 'sorceress', 'warrior']",PG-13,Action-Comedy
Mike Newell,200000000.0,"['Action', 'Adventure', 'Fantasy', 'Romance']",Jake Gyllenhaal,Prince of Persia: The Sands of Time ,"['alamut', 'dagger', 'king', 'persia', 'princess']",PG-13,Action-Comedy
Thomas Carter,30000000.0,"['Drama', 'Sport']",Channing Tatum,Coach Carter ,"['basketball', 'basketball coach', 'coach', 'contract', 'high school']",PG-13,Sport
M. Night Shyamalan,150000000.0,"['Action', 'Adventure', 'Family', 'Fantasy']",Seychelle Gabriel,The Last Airbender ,"['avatar', 'fire', 'kingdom', 'tribe', 'water']",PG,Family
Ryan Coogler,35000000.0,"['Drama', 'Sport']",Sylvester Stallone,Creed ,"['boxing', 'boxing match', 'fight', 'montage', 'philadelphia']",PG-13,Sport
Roland Emmerich,165000000.0,"['Action', 'Adventure', 'Sci-Fi']",Vivica A. Fox,Independence Day: Resurgence ,"['alien', 'battle', 'defense', 'independence day', 'mothership']",PG-13,Sci-Fi
Jonathan Liebesman,125000000.0,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",Noel Fisher,Teenage Mutant Ninja Turtles ,"['18 wheeler', 'mutant', 'ninja', 'sewer', 'turtle']",PG-13,Sci-Fi
Peter Jackson,93000000.0,"['Action', 'Adventure', 'Drama', 'Fantasy']",Christopher Lee,The Lord of the Rings: The Fellowship of the Ring ,"['elf', 'hobbit', 'middle earth', 'quest', 'ring']",PG-13,Action-Comedy
Peter Segal,30000000.0,"['Comedy', 'Crime']",George Kennedy,Naked Gun 33 1/3: The Final Insult ,"['retirement', 'spoof', 'terrorist', 'transsexual', 'undercover']",PG-13,Rom-Com
Jean-Pierre Jeunet,47000000.0,"['Drama', 'Mystery', 'Romance', 'War']",Denis Lavant,A Very Long Engagement ,"['court martial', 'death', 'girl', ""no man's land"", 'soldier']",R,War
Miguel Arteta,28000000.0,"['Comedy', 'Family']",Bella Thorne,"Alexander and the Terrible, Horrible, No Good, Very Bad Day ","['bad day', 'based on book', 'birthday', 'job interview', 'long title']",PG,Family
John Glen,30000000.0,"['Action', 'Adventure', 'Thriller']",Patrick Macnee,A View to a Kill ,"['computer', 'earthquake', 'microchip', 'official james bond series', 'silicon valley']",PG,Action-Comedy
Mike Newell,38000000.0,"['Comedy', 'Drama', 'Romance']",Angelina Jolie Pitt,Pushing Tin ,"['air traffic control', 'air traffic controller', 'female bodybuilder', 'job', 'marriage']",R,Rom-Com
Dean Parisot,84000000.0,"['Action', 'Comedy', 'Crime', 'Thriller']",Bruce Willis,RED 2 ,"['cia', 'cia agent', 'rescue', 'russian', 'team']",PG-13,Rom-Com
David Slade,32000000.0,['Horror'],Danny Huston,30 Days of Night ,"['alaska', 'small town', 'snow', 'vampire', 'winter']",R,Horror
Nick Cassavetes,40000000.0,"['Comedy', 'Romance']",Don Johnson,The Other Woman ,"['beach house', 'blonde bombshell', 'cheating husband', 'revenge', 'wife meets mistress']",PG-13,Rom-Com
Anne Fletcher,35000000.0,"['Action', 'Comedy', 'Crime']",Jim Gaffigan,Hot Pursuit ,"['danger', 'drug cartel', 'female cop', 'female police officer', 'fugitive']",PG-13,Rom-Com
Mike Nichols,75000000.0,"['Biography', 'Comedy', 'Drama', 'History']",Philip Seymour Hoffman,Charlie Wilson's War ,"['afghanistan', 'arms dealer', 'based on true story', 'cia', 'texas']",R,Biography
Justin Lin,185000000.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Sofia Boutella,Star Trek Beyond ,"['hatred', 'sequel', 'space opera', 'star trek', 'third part']",PG-13,Sci-Fi
Tim Burton,70000000.0,"['Action', 'Comedy', 'Sci-Fi']",Natalie Portman,Mars Attacks! ,"['alien', 'general', 'martian', 'president', 'weapon']",PG-13,Sci-Fi
Stephen Herek,40000000.0,"['Action', 'Comedy']",Christina Milian,Man of the House ,"['cheerleader', 'cheerleading movie', 'neo noir', 'neo western', 'texas ranger']",PG-13,Rom-Com
